phase,epoch,loss,disc_dice,cup_dice,cdr_mae,n_images,n_batches,elapsed_seconds,max_batches,condition,train_fraction,model_name,encoder_name,source_strategy_name,component_strategies,source_checkpoint_epoch,image_size,batch_size,learning_rate,weight_decay,clinical_training_rows_used,clinical_training_groups_used,clinical_validation_rows_used,clinical_validation_groups_used,clinical_validation_mean_foreground_dice
val,13,0.3970135748386383,0.2425960022956133,0.421022234215767,0.2761304470854556,4,1,0.4231894599979569,,clinical_adapt_50pct,0.5,unetplusplus,resnet18,combo_affine_vignette_blur,small_affine;vignette_illumination;defocus_blur,24,"(256, 256)",4,3e-05,0.0001,22,6,4,3,0.3318091182556901
train,14,0.1009567786346782,0.6979836795392502,0.7318676570232244,0.1087388967995955,22,6,1.1214271140015626,,clinical_adapt_50pct,0.5,unetplusplus,resnet18,combo_affine_vignette_blur,small_affine;vignette_illumination;defocus_blur,24,"(256, 256)",4,3e-05,0.0001,22,6,4,3,
val,14,0.4099487662315368,0.2232004273682832,0.4115956704739782,0.2625015378558598,4,1,0.4224198939991765,,clinical_adapt_50pct,0.5,unetplusplus,resnet18,combo_affine_vignette_blur,small_affine;vignette_illumination;defocus_blur,24,"(256, 256)",4,3e-05,0.0001,22,6,4,3,0.3173980489211307
train,15,0.0829158706421201,0.7053571961584327,0.7290872034414704,0.0687006842093245,22,6,1.0010137669996766,,clinical_adapt_50pct,0.5,unetplusplus,resnet18,combo_affine_vignette_blur,small_affine;vignette_illumination;defocus_blur,24,"(256, 256)",4,3e-05,0.0001,22,6,4,3,
val,15,0.4314036667346954,0.1884505562484264,0.3959881269479104,0.2605199080567243,4,1,0.4149844759995176,,clinical_adapt_50pct,0.5,unetplusplus,resnet18,combo_affine_vignette_blur,small_affine;vignette_illumination;defocus_blur,24,"(256, 256)",4,3e-05,0.0001,22,6,4,3,0.2922193415981684
train,16,0.0839597928253087,0.7216674701949238,0.7292131363959659,0.0714455410635473,22,6,1.0682216550012529,,clinical_adapt_50pct,0.5,unetplusplus,resnet18,combo_affine_vignette_blur,small_affine;vignette_illumination;defocus_blur,24,"(256, 256)",4,3e-05,0.0001,22,6,4,3,
val,16,0.3780916035175323,0.2599049918353557,0.4616749336651611,0.2915471137521221,4,1,0.5353335420004441,,clinical_adapt_50pct,0.5,unetplusplus,resnet18,combo_affine_vignette_blur,small_affine;vignette_illumination;defocus_blur,24,"(256, 256)",4,3e-05,0.0001,22,6,4,3,0.3607899627502584
train,17,0.0675432251935655,0.7326882001773072,0.7373161096177774,0.0647401414532162,22,6,1.1345628060007584,,clinical_adapt_50pct,0.5,unetplusplus,resnet18,combo_affine_vignette_blur,small_affine;vignette_illumination;defocus_blur,24,"(256, 256)",4,3e-05,0.0001,22,6,4,3,
val,17,0.3976778090000152,0.2418760955333709,0.4248733668543032,0.3101248079877112,4,1,0.4256359989994962,,clinical_adapt_50pct,0.5,unetplusplus,resnet18,combo_affine_vignette_blur,small_affine;vignette_illumination;defocus_blur,24,"(256, 256)",4,3e-05,0.0001,22,6,4,3,0.3333747311938371
train,18,0.0704855600541288,0.7097494220895687,0.7381602197598783,0.0716494629647492,22,6,0.9986617780014058,,clinical_adapt_50pct,0.5,unetplusplus,resnet18,combo_affine_vignette_blur,small_affine;vignette_illumination;defocus_blur,24,"(256, 256)",4,3e-05,0.0001,22,6,4,3,
val,18,0.4130967259407043,0.2076448220435831,0.3974705665454721,0.2094881620249782,4,1,0.4211904679978033,,clinical_adapt_50pct,0.5,unetplusplus,resnet18,combo_affine_vignette_blur,small_affine;vignette_illumination;defocus_blur,24,"(256, 256)",4,3e-05,0.0001,22,6,4,3,0.3025576942945276
train,19,0.1018383861942724,0.7070283070309508,0.7264620740018564,0.0805176503957997,22,6,1.0525451139983488,,clinical_adapt_50pct,0.5,unetplusplus,resnet18,combo_affine_vignette_blur,small_affine;vignette_illumination;defocus_blur,24,"(256, 256)",4,3e-05,0.0001,22,6,4,3,
val,19,0.3920488655567169,0.2295816001489812,0.3981109647810967,0.2223886328725038,4,1,0.4236384679970797,,clinical_adapt_50pct,0.5,unetplusplus,resnet18,combo_affine_vignette_blur,small_affine;vignette_illumination;defocus_blur,24,"(256, 256)",4,3e-05,0.0001,22,6,4,3,0.313846282465039
train,20,0.0881824818524447,0.7199900173558074,0.7349417179536192,0.1138840277117292,22,6,0.9525538179987052,,clinical_adapt_50pct,0.5,unetplusplus,resnet18,combo_affine_vignette_blur,small_affine;vignette_illumination;defocus_blur,24,"(256, 256)",4,3e-05,0.0001,22,6,4,3,
