condition,image_weighted_disc_dice_mean,image_weighted_cup_dice_mean,image_weighted_mean_foreground_dice_mean,image_weighted_cdr_abs_error_mean,patient_weighted_disc_dice_mean,patient_weighted_cup_dice_mean,patient_weighted_mean_foreground_dice_mean,patient_weighted_cdr_abs_error_mean,delta_vs_zero_shot_image_weighted_mean_foreground_dice,delta_vs_zero_shot_patient_weighted_mean_foreground_dice,cdr_abs_error_improvement_vs_zero_shot_image_weighted,cdr_abs_error_improvement_vs_zero_shot_patient_weighted,meaningful_patient_weighted_dice_improvement,clinical_test_used_for_selection,private_image_level_metrics_committed,contains_private_paths,contains_sample_hashes,contains_patient_hashes
zero_shot_notebook10_on_hybrid50_clinical_holdout,0.4716481445303488,0.2929630400192584,0.3823055922748036,0.3298257519485928,0.3202066418556988,0.2094161256936225,0.2648113837746607,0.3850189105311422,0.0,0.0,0.0,0.0,False,False,False,False,False,False
hybrid_public_plus_50pct_clinical_preaugmentation,0.3532508002762481,0.2963956588078921,0.3248232295420702,0.277893605298871,0.342667115457118,0.3174466489862841,0.330056882221701,0.2627449353315247,-0.05748236273273338,0.0652454984470403,0.05193214664972179,0.12227397519961747,True,False,False,False,False,False
