dataset_role,public_train_rows,clinical_train_rows,clinical_train_groups,hybrid_base_rows,clinical_rows_added_pre_augmentation,strategy,components,heldout_clinical_test_rows,heldout_clinical_test_groups,public_validation_rows,public_test_rows,materializes_synthetic_files,base_rows,original_rows_exposed,synthetic_rows_exposed,total_rows_exposed,base_seed,include_original,strategies,copy_counts,contains_private_paths,contains_sample_hashes,contains_patient_hashes
hybrid_base_train_before_virtual_synthetic_expansion,1911,21,10,1932,True,combo_affine_vignette_blur,small_affine;vignette_illumination;defocus_blur,38,10,725,722,False,,,,,,,,,False,False,False
hybrid_virtual_train_after_original_add_back,1911,21,10,1932,True,combo_affine_vignette_blur,small_affine;vignette_illumination;defocus_blur,38,10,725,722,False,1932.0,1932.0,1932.0,3864.0,42.0,True,combo_affine_vignette_blur,1,False,False,False
